Time, Accel_A1
0.0, -0.0
0.0117724779993296, 0.0
0.0211904589086771, 0.0
0.0318408831954002, 0.0
0.0411614887416363, 0.0
0.0504541322588921, 0.0
0.0628166124224663, 0.0
0.0720738396048546, 0.0
0.0813216790556908, 0.0
0.0905620157718658, 0.0
0.10287319123745, 0.0
0.112100958824158, 0.0
0.121324822306633, 0.0
0.130545407533646, 0.0
0.142835304141045, 0.0
0.152050092816353, 6.86048093334612e-12
0.161262959241867, 6.57103971235529e-09
0.170474171638489, 3.08691880945844e-07
0.182753577828407, -2.99754219668102e-06
0.191961705684662, -1.91923663805937e-05
0.201168745756149, -1.44193281812477e-05
0.210374817252159, -5.63906360184774e-05
0.222648248076439, -0.000195154148968868
0.231852442026138, -0.000210430065635592
0.241055950522423, -0.000213492414331995
0.250258833169937, -0.000356317847035825
0.262528449296951, -0.00056834943825379
0.271730035543442, -0.000495568674523383
0.280931174755096, -0.000374988652765751
0.290131837129593, -0.000474117638077587
0.302398771047592, -0.00078614242374897
0.311598509550095, -0.000730705389287323
0.320797890424728, -0.000336204189807177
0.333063185214996, 0.000292742712190375
0.342261791229248, 0.000721395306754857
0.351460069417953, 0.00128331873565912
0.360658079385757, 0.00196175579912961
0.372921675443649, 0.00242106942459941
0.382119059562683, 0.00204279506579041
0.39131623506546, 0.00126709591131657
0.400513172149658, 0.000624573905952275
0.41277539730072, 0.000367581116734073
0.421971827745438, 0.000402244186261669
0.431168049573898, 0.000451948988484219
0.440364092588425, 0.000513787614181638
0.452625215053558, 0.000566319678910077
0.461820840835571, 0.000366989173926413
0.47101628780365, -0.000135673762997612
0.480211585760117, -0.000665357219986618
0.492471724748611, -0.000903530919458717
0.501666665077209, -0.000794363964814693
0.510861456394196, -0.000664217164739966
0.520056128501892, -0.000542804424185306
0.532315492630005, -0.000117382063763216
0.541509866714478, 0.000336644530761987
0.550704121589661, 0.000525813491549343
0.562962889671326, 0.000257419655099511
0.572156846523285, 6.13263255218044e-05
0.581350743770599, 0.000151723957969807
0.590544462203979, 0.000389444176107645
0.602802634239197, 0.000256828381679952
0.611996173858643, -0.000250146869802848
0.621189594268799, -0.000750504899770021
0.63038295507431, -0.00101798342075199
0.642640590667725, -0.00102519046049565
0.651833772659302, -0.00083665968850255
0.661026775836945, -0.000441034440882504
0.670219779014587, 0.00019479141337797
0.682476937770844, 0.00106764514930546
0.691669762134552, 0.00136347347870469
0.700862467288971, 0.00117796508129686
0.710055112838745, 0.000806396827101707
0.722311854362488, 0.000470489088911563
0.731504321098328, 0.000170704021002166
0.740696787834167, -4.1873034206219e-05
0.752953231334686, 0.000420368509367108
0.762145519256592, 0.00109006010461599
0.771337747573853, 0.00156412774231285
0.780529856681824, 0.0019118650816381
0.792786002159119, 0.00282187992706895
0.801978051662445, 0.00366816739551723
0.811169981956482, 0.00391003210097551
0.820361912250519, 0.00321106822229922
0.83261775970459, 0.00137704575899988
0.841809511184692, -0.000232592443353496
0.851001262664795, -0.00207654526457191
0.860193014144897, -0.0040401523001492
0.8724485039711, -0.00564967934042215
0.881640076637268, -0.00529299536719918
0.890831649303436, -0.00393435265868902
0.900023221969604, -0.00267203710973263
0.912278413772583, -0.00226123863831162
0.921469807624817, -0.00251587550155818
0.930661201477051, -0.00260293646715581
0.942916393280029, -0.00211506499908864
0.952107608318329, -0.0013599848607555
0.961298823356628, -0.00011788588744821
0.970490038394928, 0.00170369097031653
0.982744991779327, 0.00399086577817798
0.991936087608337, 0.00469273095950484
1.0011271238327, 0.00462810136377811
1.01031816005707, 0.00431563425809145
1.02257287502289, 0.00357197830453515
1.03176391124725, 0.00224750232882798
1.04095494747162, 0.000465314835309982
1.05014598369598, -0.000798557593952864
1.06240057945251, -0.00113784999120981
1.07159125804901, -0.00124190945643932
1.08078193664551, -0.00184273184277117
1.09303617477417, -0.00273930234834552
1.10222685337067, -0.00249334494583309
1.11141753196716, -0.00152084755245596
1.12060821056366, -0.000481428840430453
1.13286244869232, 0.000599705439526588
1.14205312728882, 0.00136561808176339
1.15124380588531, 0.00204884819686413
1.16043448448181, 0.00230782479047775
1.17268872261047, 0.00168904138263315
1.1818790435791, 0.000918499717954546
1.19106936454773, 0.000289599061943591
1.20025968551636, -0.000109498825622723
1.21251344680786, -0.000352546543581411
1.22170376777649, -0.000210822385270149
1.23089408874512, 0.000393230118788779
1.24008440971375, 0.00113360350951552
1.25233817100525, 0.00120606133714318
1.26152849197388, 0.000304127752315253
1.2707188129425, -0.00119680585339665
1.28297257423401, -0.00359855266287923
1.29216289520264, -0.00541349546983838
1.30135321617126, -0.00687609473243356
1.31054329872131, -0.00740259187296033
1.32279658317566, -0.00598886515945196
1.33198654651642, -0.00354605237953365
1.34117650985718, -0.000639561680145562
1.35036647319794, 0.00208344217389822
1.36261975765228, 0.00487538939341903
1.37180972099304, 0.00616708816960454
1.3809996843338, 0.00671966793015599
1.39018964767456, 0.00663201464340091
1.40244293212891, 0.00626170262694359
1.41163289546967, 0.00635979836806655
1.42082285881042, 0.00661476096138358
1.43001282215118, 0.00626629637554288
1.44226610660553, 0.00395888788625598
1.45145606994629, 0.00122455682139844
1.46064579486847, -0.0017053468618542
1.47289860248566, -0.0053157857619226
1.48208820819855, -0.00729051418602467
1.49127781391144, -0.00821406580507755
1.50046741962433, -0.00831800419837236
1.51272022724152, -0.00806433521211147
1.52190983295441, -0.00748385488986969
1.5310994386673, -0.00592880416661501
1.54028904438019, -0.00340704154223204
1.55254185199738, -9.68256936175749e-05
1.56173145771027, 0.00171895034145564
1.57092106342316, 0.00338584370911121
1.58011066913605, 0.00518154911696911
1.59236347675323, 0.00691943522542715
1.60155308246613, 0.00691707851365209
1.61074268817902, 0.00600161124020815
1.6229954957962, 0.00440841168165207
1.63218486309052, 0.00316983717493713
1.64137411117554, 0.00169470382388681
1.65056335926056, -9.90772605291568e-05
1.66281569004059, -0.00261399801820517
1.67200493812561, -0.00418240297585726
1.68119418621063, -0.00520965037867427
1.69038343429565, -0.0053545287810266
1.70263576507568, -0.00377525179646909
1.71182501316071, -0.00182760856114328
1.72101426124573, -0.00024633135762997
1.73020350933075, 0.0003033597022295
1.74245584011078, -0.000298974511679262
1.7516450881958, -0.000897053745575249
1.76083433628082, -0.000996371614746749
1.77002358436584, -0.000265531038166955
1.78227591514587, 0.00204345094971359
1.7914651632309, 0.00442064180970192
1.80065441131592, 0.00671547558158636
1.81290674209595, 0.00823668949306011
1.82209587097168, 0.00746827619150281
1.83128476142883, 0.00513438228517771
1.84047365188599, 0.0019934622105211
1.85272550582886, -0.00180028309114277
1.86191439628601, -0.0036402300465852
1.87110328674316, -0.00480005890130997
1.88029217720032, -0.0058121639303863
1.89254403114319, -0.007098323199898
1.90173292160034, -0.00764673296362162
1.9109218120575, -0.00782967824488878
1.92011070251465, -0.00780540145933628
1.93236255645752, -0.00674228416755795
1.94155144691467, -0.00436454359441996
1.95074033737183, -0.000871093361638486
1.9629921913147, 0.00371595099568367
1.97218108177185, 0.00604440830647945
1.981369972229, 0.0072675091214478
1.99055886268616, 0.00768506806343794
2.00281071662903, 0.00774189224466681
2.01199960708618, 0.00772487604990602
2.02118849754333, 0.00746191712096334
2.03037738800049, 0.00658892281353474
